Paper ID,Title,Abstract,Publication Year,Citations,ROT Score,DOI,Source URL,ROT Group
102,"Input Switched Affine Networks: An RNN Architecture Designed for
  Interpretabil...","There exist many problem domains where the interpretability of neural network
models is essential for deployment. Here we introduce a recurrent architecture
composed of input-switched affine transform...",2016,54,5.40,N/A,http://arxiv.org/abs/1611.09434v2,Low ROT
145,Neural Architecture Search for Automated ML - Study 43,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2019,38,5.43,synthetic_43,https://synthetic.paper/43,Low ROT
134,Multi-Modal Learning with Neural Networks - Study 32,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2017,49,5.44,synthetic_32,https://synthetic.paper/32,Low ROT
369,Adversarial Training for Robust Neural Networks - Study 267,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2020,33,5.50,synthetic_267,https://synthetic.paper/267,Low ROT
305,Optimization Algorithms in Machine Learning - Study 203,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2016,55,5.50,synthetic_203,https://synthetic.paper/203,Low ROT
28,A Joint Model for Question Answering and Question Generation,"We propose a generative machine comprehension model that learns jointly to
ask and answer questions based on documents. The proposed model uses a
sequence-to-sequence framework that encodes the docume...",2017,50,5.56,N/A,http://arxiv.org/abs/1706.01450v1,Low ROT
259,Graph Neural Networks for Social Network Analysis - Study 157,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2017,50,5.56,synthetic_157,https://synthetic.paper/157,Low ROT
267,Optimization Algorithms in Machine Learning - Study 165,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2021,28,5.60,synthetic_165,https://synthetic.paper/165,Low ROT
329,Natural Language Processing with Transformer Models - Study 227,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2016,56,5.60,synthetic_227,https://synthetic.paper/227,Low ROT
105,Federated Learning for Privacy-Preserving AI - Study 3,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2021,28,5.60,synthetic_3,https://synthetic.paper/3,Low ROT
370,Generative Adversarial Networks for Image Synthesis - Study 268,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2021,28,5.60,synthetic_268,https://synthetic.paper/268,Low ROT
302,Quantum Machine Learning Algorithms - Study 200,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2018,45,5.62,synthetic_200,https://synthetic.paper/200,Low ROT
309,Generative Adversarial Networks for Image Synthesis - Study 207,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2019,40,5.71,synthetic_207,https://synthetic.paper/207,Low ROT
116,Self-Supervised Learning in Computer Vision - Study 14,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2019,40,5.71,synthetic_14,https://synthetic.paper/14,Low ROT
199,Reinforcement Learning for Autonomous Systems - Study 97,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2018,46,5.75,synthetic_97,https://synthetic.paper/97,Low ROT
23,Continual Learning of Natural Language Processing Tasks: A Survey,"Continual learning (CL) is a learning paradigm that emulates the human
capability of learning and accumulating knowledge continually without
forgetting the previously learned knowledge and also transf...",2022,23,5.75,N/A,http://arxiv.org/abs/2211.12701v2,Low ROT
99,"MOHONE: Modeling Higher Order Network Effects in KnowledgeGraphs via
  Network I...","Many knowledge graph embedding methods operate on triples and are therefore
implicitly limited by a very local view of the entire knowledge graph. We
present a new framework MOHONE to effectively mode...",2018,46,5.75,N/A,http://arxiv.org/abs/1811.00198v1,Low ROT
39,Sentence Pair Scoring: Towards Unified Framework for Text Comprehension,"We review the task of Sentence Pair Scoring, popular in the literature in
various forms - viewed as Answer Sentence Selection, Semantic Text Scoring,
Next Utterance Ranking, Recognizing Textual Entail...",2016,58,5.80,N/A,http://arxiv.org/abs/1603.06127v4,Low ROT
194,Machine Learning Applications in Computer Vision - Study 92,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2016,58,5.80,synthetic_92,https://synthetic.paper/92,Low ROT
251,Multi-Modal Learning with Neural Networks - Study 149,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2016,58,5.80,synthetic_149,https://synthetic.paper/149,Low ROT
301,Optimization Algorithms in Machine Learning - Study 199,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2019,41,5.86,synthetic_199,https://synthetic.paper/199,Low ROT
5,Learning Visual Question Answering by Bootstrapping Hard Attention,"Attention mechanisms in biological perception are thought to select subsets
of perceptual information for more sophisticated processing which would be
prohibitive to perform on all sensory inputs. In ...",2018,47,5.88,N/A,http://arxiv.org/abs/1808.00300v1,Low ROT
173,Neural Architecture Search for Automated ML - Study 71,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2017,53,5.89,synthetic_71,https://synthetic.paper/71,Low ROT
372,Machine Learning Applications in Computer Vision - Study 270,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2017,53,5.89,synthetic_270,https://synthetic.paper/270,Low ROT
282,Quantum Machine Learning Algorithms - Study 180,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2017,54,6.00,synthetic_180,https://synthetic.paper/180,Low ROT
155,Reinforcement Learning for Autonomous Systems - Study 53,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2019,42,6.00,synthetic_53,https://synthetic.paper/53,Low ROT
56,Attentive Tensor Product Learning,"This paper proposes a new architecture - Attentive Tensor Product Learning
(ATPL) - to represent grammatical structures in deep learning models. ATPL is a
new architecture to bridge this gap by exploi...",2018,49,6.12,N/A,http://arxiv.org/abs/1802.07089v2,Low ROT
344,Graph Neural Networks for Social Network Analysis - Study 242,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2018,49,6.12,synthetic_242,https://synthetic.paper/242,Low ROT
104,Federated Learning for Privacy-Preserving AI - Study 2,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2018,49,6.12,synthetic_2,https://synthetic.paper/2,Low ROT
355,Neural Architecture Search for Automated ML - Study 253,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2020,37,6.17,synthetic_253,https://synthetic.paper/253,Low ROT
64,"CLASSIC: Continual and Contrastive Learning of Aspect Sentiment
  Classification...","This paper studies continual learning (CL) of a sequence of aspect sentiment
classification(ASC) tasks in a particular CL setting called domain incremental
learning (DIL). Each task is from a differen...",2021,31,6.20,N/A,http://arxiv.org/abs/2112.02714v1,Low ROT
248,Graph Neural Networks for Social Network Analysis - Study 146,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2021,31,6.20,synthetic_146,https://synthetic.paper/146,Low ROT
128,Optimization Algorithms in Machine Learning - Study 26,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2017,56,6.22,synthetic_26,https://synthetic.paper/26,Low ROT
323,Graph Neural Networks for Social Network Analysis - Study 221,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2022,25,6.25,synthetic_221,https://synthetic.paper/221,Low ROT
210,Neural Network Compression Techniques - Study 108,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2019,44,6.29,synthetic_108,https://synthetic.paper/108,Low ROT
378,Reinforcement Learning for Autonomous Systems - Study 276,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2020,38,6.33,synthetic_276,https://synthetic.paper/276,Low ROT
307,Quantum Machine Learning Algorithms - Study 205,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2020,38,6.33,synthetic_205,https://synthetic.paper/205,Low ROT
17,"Towards Explainable NLP: A Generative Explanation Framework for Text
  Classific...","Building explainable systems is a critical problem in the field of Natural
Language Processing (NLP), since most machine learning models provide no
explanations for the predictions. Existing approache...",2018,51,6.38,N/A,http://arxiv.org/abs/1811.00196v2,Low ROT
340,Deep Learning for Medical Image Analysis - Study 238,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2019,45,6.43,synthetic_238,https://synthetic.paper/238,Low ROT
108,Quantum Machine Learning Algorithms - Study 6,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2017,58,6.44,synthetic_6,https://synthetic.paper/6,Low ROT
22,Transformer Quality in Linear Time,"We revisit the design choices in Transformers, and propose methods to address
their weaknesses in handling long sequences. First, we propose a simple layer
named gated attention unit, which allows the...",2022,26,6.50,N/A,http://arxiv.org/abs/2202.10447v2,Low ROT
281,Neural Network Compression Techniques - Study 179,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2018,52,6.50,synthetic_179,https://synthetic.paper/179,Low ROT
283,Neural Network Compression Techniques - Study 181,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2018,54,6.75,synthetic_181,https://synthetic.paper/181,Low ROT
319,Self-Supervised Learning in Computer Vision - Study 217,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2022,27,6.75,synthetic_217,https://synthetic.paper/217,Low ROT
122,Neural Network Compression Techniques - Study 20,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2017,61,6.78,synthetic_20,https://synthetic.paper/20,Low ROT
40,Poisoning Knowledge Graph Embeddings via Relation Inference Patterns,"We study the problem of generating data poisoning attacks against Knowledge
Graph Embedding (KGE) models for the task of link prediction in knowledge
graphs. To poison KGE models, we propose to exploi...",2021,34,6.80,N/A,http://arxiv.org/abs/2111.06345v1,Low ROT
180,Advanced Neural Network Architectures for Deep Learning - Study 78,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2020,41,6.83,synthetic_78,https://synthetic.paper/78,Low ROT
209,Natural Language Processing with Transformer Models - Study 107,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2017,62,6.89,synthetic_107,https://synthetic.paper/107,Low ROT
244,Optimization Algorithms in Machine Learning - Study 142,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2019,49,7.00,synthetic_142,https://synthetic.paper/142,Low ROT
19,"The Next Big Thing(s) in Unsupervised Machine Learning: Five Lessons
  from Infa...","After a surge in popularity of supervised Deep Learning, the desire to reduce
the dependence on curated, labelled data sets and to leverage the vast
quantities of unlabelled data available recently tr...",2020,42,7.00,N/A,http://arxiv.org/abs/2009.08497v1,Low ROT
42,Collaborative Storytelling with Large-scale Neural Language Models,"Storytelling plays a central role in human socializing and entertainment.
However, much of the research on automatic storytelling generation assumes that
stories will be generated by an agent without ...",2020,42,7.00,N/A,http://arxiv.org/abs/2011.10208v1,Low ROT
168,Explainable AI for Trustworthy Machine Learning - Study 66,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2020,42,7.00,synthetic_66,https://synthetic.paper/66,Low ROT
218,Optimization Algorithms in Machine Learning - Study 116,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2018,59,7.38,synthetic_116,https://synthetic.paper/116,Low ROT
130,Continual Learning in Neural Networks - Study 28,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2021,37,7.40,synthetic_28,https://synthetic.paper/28,Low ROT
293,Generative Adversarial Networks for Image Synthesis - Study 191,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2021,37,7.40,synthetic_191,https://synthetic.paper/191,Low ROT
76,Budgeted Policy Learning for Task-Oriented Dialogue Systems,"This paper presents a new approach that extends Deep Dyna-Q (DDQ) by
incorporating a Budget-Conscious Scheduling (BCS) to best utilize a fixed,
small amount of user interactions (budget) for learning ...",2019,52,7.43,N/A,http://arxiv.org/abs/1906.00499v1,Low ROT
149,Advanced Neural Network Architectures for Deep Learning - Study 47,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2019,52,7.43,synthetic_47,https://synthetic.paper/47,Low ROT
233,Natural Language Processing with Transformer Models - Study 131,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2021,38,7.60,synthetic_131,https://synthetic.paper/131,Low ROT
237,Optimization Algorithms in Machine Learning - Study 135,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2019,54,7.71,synthetic_135,https://synthetic.paper/135,Low ROT
321,Multi-Modal Learning with Neural Networks - Study 219,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2018,62,7.75,synthetic_219,https://synthetic.paper/219,Low ROT
239,Graph Neural Networks for Social Network Analysis - Study 137,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2018,62,7.75,synthetic_137,https://synthetic.paper/137,Low ROT
129,Federated Learning for Privacy-Preserving AI - Study 27,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2019,55,7.86,synthetic_27,https://synthetic.paper/27,Low ROT
201,Generative Adversarial Networks for Image Synthesis - Study 99,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2020,48,8.00,synthetic_99,https://synthetic.paper/99,Low ROT
31,Formal Algorithms for Transformers,"This document aims to be a self-contained, mathematically precise overview of
transformer architectures and algorithms (*not* results). It covers what
transformers are, how they are trained, what they...",2022,32,8.00,N/A,http://arxiv.org/abs/2207.09238v1,Low ROT
