Paper ID,Title,Abstract,Publication Year,Citations,ROT Score,DOI,Source URL,ROT Group
374,Quantum Machine Learning Algorithms - Study 272,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2025,152,152.00,synthetic_272,https://synthetic.paper/272,High ROT
133,Quantum Machine Learning Algorithms - Study 31,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2025,150,150.00,synthetic_31,https://synthetic.paper/31,High ROT
337,Self-Supervised Learning in Computer Vision - Study 235,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2022,63,15.75,synthetic_235,https://synthetic.paper/235,High ROT
354,Federated Learning for Privacy-Preserving AI - Study 252,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2021,77,15.40,synthetic_252,https://synthetic.paper/252,High ROT
277,Natural Language Processing with Transformer Models - Study 175,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2022,60,15.00,synthetic_175,https://synthetic.paper/175,High ROT
52,GLU Attention Improve Transformer,"Gated Linear Units (GLU) have shown great potential in enhancing neural
network performance. In this paper, I introduce a novel attention mechanism
called GLU Attention, which introduces nonlinearity ...",2025,149,149.00,N/A,http://arxiv.org/abs/2507.00022v1,High ROT
377,Machine Learning Applications in Computer Vision - Study 275,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2025,146,146.00,synthetic_275,https://synthetic.paper/275,High ROT
161,Reinforcement Learning for Autonomous Systems - Study 59,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2025,145,145.00,synthetic_59,https://synthetic.paper/59,High ROT
383,Graph Neural Networks for Social Network Analysis - Study 281,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2025,144,144.00,synthetic_281,https://synthetic.paper/281,High ROT
96,"Comply: Learning Sentences with Complex Weights inspired by Fruit Fly
  Olfactio...","Biologically inspired neural networks offer alternative avenues to model data
distributions. FlyVec is a recent example that draws inspiration from the fruit
fly's olfactory circuit to tackle the task...",2025,143,143.00,N/A,http://arxiv.org/abs/2502.01706v2,High ROT
397,Continual Learning in Neural Networks - Study 295,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2025,140,140.00,synthetic_295,https://synthetic.paper/295,High ROT
289,Natural Language Processing with Transformer Models - Study 187,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2021,74,14.80,synthetic_187,https://synthetic.paper/187,High ROT
35,"TextConvoNet:A Convolutional Neural Network based Architecture for Text
  Classi...","In recent years, deep learning-based models have significantly improved the
Natural Language Processing (NLP) tasks. Specifically, the Convolutional Neural
Network (CNN), initially used for computer v...",2022,59,14.75,N/A,http://arxiv.org/abs/2203.05173v1,High ROT
81,Continual Training of Language Models for Few-Shot Learning,"Recent work on applying large language models (LMs) achieves impressive
performance in many NLP applications. Adapting or posttraining an LM using an
unlabeled domain corpus can produce even better pe...",2022,57,14.25,N/A,http://arxiv.org/abs/2210.05549v1,High ROT
68,"Integration of Text and Graph-based Features for Detecting Mental Health
  Disor...","With the availability of voice-enabled devices such as smart phones, mental
health disorders could be detected and treated earlier, particularly
post-pandemic. The current methods involve extracting f...",2022,57,14.25,N/A,http://arxiv.org/abs/2205.07006v1,High ROT
317,Graph Neural Networks for Social Network Analysis - Study 215,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2022,57,14.25,synthetic_215,https://synthetic.paper/215,High ROT
313,Quantum Machine Learning Algorithms - Study 211,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2021,71,14.20,synthetic_211,https://synthetic.paper/211,High ROT
66,Continual Learning with Knowledge Transfer for Sentiment Classification,"This paper studies continual learning (CL) for sentiment classification (SC).
In this setting, the CL system learns a sequence of SC tasks incrementally in a
neural network, where each task builds a c...",2021,70,14.00,N/A,http://arxiv.org/abs/2112.10021v1,High ROT
324,Neural Architecture Search for Automated ML - Study 222,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2022,56,14.00,synthetic_222,https://synthetic.paper/222,High ROT
156,Federated Learning for Privacy-Preserving AI - Study 54,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2021,70,14.00,synthetic_54,https://synthetic.paper/54,High ROT
358,Explainable AI for Trustworthy Machine Learning - Study 256,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2025,136,136.00,synthetic_256,https://synthetic.paper/256,High ROT
375,Neural Architecture Search for Automated ML - Study 273,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2025,133,133.00,synthetic_273,https://synthetic.paper/273,High ROT
62,"Contextual Sentence Classification: Detecting Sustainability Initiatives
  in Co...","We introduce the novel task of detecting sustainability initiatives in
company reports. Given a full report, the aim is to automatically identify
mentions of practical activities that a company has pe...",2021,68,13.60,N/A,http://arxiv.org/abs/2110.03727v2,High ROT
330,Natural Language Processing with Transformer Models - Study 228,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2022,54,13.50,synthetic_228,https://synthetic.paper/228,High ROT
184,Machine Learning Applications in Computer Vision - Study 82,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2022,54,13.50,synthetic_82,https://synthetic.paper/82,High ROT
342,Federated Learning for Privacy-Preserving AI - Study 240,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2022,53,13.25,synthetic_240,https://synthetic.paper/240,High ROT
61,A Survey On Neural Word Embeddings,"Understanding human language has been a sub-challenge on the way of
intelligent machines. The study of meaning in natural language processing (NLP)
relies on the distributional hypothesis where langua...",2021,65,13.00,N/A,http://arxiv.org/abs/2110.01804v1,High ROT
13,"LLM2TEA: Agentic AI Designer Finds Innovative Objects with Generative
  Evolutio...","In this paper, we introduce LLM-driven MultiTask Evolutionary Algorithm
(LLM2TEA), the first agentic AI designer within a generative evolutionary
multitasking (GEM) framework that promotes the crossov...",2024,248,124.00,N/A,http://arxiv.org/abs/2406.14917v2,High ROT
34,Large Language Models and Emergence: A Complex Systems Perspective,"Emergence is a concept in complexity science that describes how many-body
systems manifest novel higher-level properties, properties that can be
described by replacing high-dimensional mechanisms with...",2025,121,121.00,N/A,http://arxiv.org/abs/2506.11135v1,High ROT
120,Adversarial Training for Robust Neural Networks - Study 18,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2021,64,12.80,synthetic_18,https://synthetic.paper/18,High ROT
144,Neural Architecture Search for Automated ML - Study 42,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2022,50,12.50,synthetic_42,https://synthetic.paper/42,High ROT
112,Deep Learning for Medical Image Analysis - Study 10,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2020,75,12.50,synthetic_10,https://synthetic.paper/10,High ROT
229,Explainable AI for Trustworthy Machine Learning - Study 127,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2022,49,12.25,synthetic_127,https://synthetic.paper/127,High ROT
380,Federated Learning for Privacy-Preserving AI - Study 278,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2021,61,12.20,synthetic_278,https://synthetic.paper/278,High ROT
7,"hyper-sinh: An Accurate and Reliable Function from Shallow to Deep
  Learning in...","This paper presents the 'hyper-sinh', a variation of the m-arcsinh activation
function suitable for Deep Learning (DL)-based algorithms for supervised
learning, such as Convolutional Neural Networks (...",2020,73,12.17,N/A,http://arxiv.org/abs/2011.07661v1,High ROT
242,Reinforcement Learning for Autonomous Systems - Study 140,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2021,60,12.00,synthetic_140,https://synthetic.paper/140,High ROT
356,Graph Neural Networks for Social Network Analysis - Study 254,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2022,48,12.00,synthetic_254,https://synthetic.paper/254,High ROT
221,Optimization Algorithms in Machine Learning - Study 119,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2025,114,114.00,synthetic_119,https://synthetic.paper/119,High ROT
308,Continual Learning in Neural Networks - Study 206,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2020,71,11.83,synthetic_206,https://synthetic.paper/206,High ROT
41,Robust Document Representations using Latent Topics and Metadata,"Task specific fine-tuning of a pre-trained neural language model using a
custom softmax output layer is the de facto approach of late when dealing with
document classification problems. This technique...",2020,71,11.83,N/A,http://arxiv.org/abs/2010.12681v1,High ROT
365,Reinforcement Learning for Autonomous Systems - Study 263,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2020,70,11.67,synthetic_263,https://synthetic.paper/263,High ROT
287,Self-Supervised Learning in Computer Vision - Study 185,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2020,70,11.67,synthetic_185,https://synthetic.paper/185,High ROT
158,Explainable AI for Trustworthy Machine Learning - Study 56,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2020,68,11.33,synthetic_56,https://synthetic.paper/56,High ROT
225,Machine Learning Applications in Computer Vision - Study 123,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2020,68,11.33,synthetic_123,https://synthetic.paper/123,High ROT
388,Generative Adversarial Networks for Image Synthesis - Study 286,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2020,68,11.33,synthetic_286,https://synthetic.paper/286,High ROT
65,"Adapting BERT for Continual Learning of a Sequence of Aspect Sentiment
  Classif...","This paper studies continual learning (CL) of a sequence of aspect sentiment
classification (ASC) tasks. Although some CL techniques have been proposed for
document sentiment classification, we are no...",2021,56,11.20,N/A,http://arxiv.org/abs/2112.03271v1,High ROT
211,Explainable AI for Trustworthy Machine Learning - Study 109,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2020,66,11.00,synthetic_109,https://synthetic.paper/109,High ROT
243,Quantum Machine Learning Algorithms - Study 141,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2021,55,11.00,synthetic_141,https://synthetic.paper/141,High ROT
290,Attention Mechanisms in Neural Networks - Study 188,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2025,109,109.00,synthetic_188,https://synthetic.paper/188,High ROT
341,Multi-Modal Learning with Neural Networks - Study 239,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2024,217,108.50,synthetic_239,https://synthetic.paper/239,High ROT
148,Reinforcement Learning for Autonomous Systems - Study 46,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2024,213,106.50,synthetic_46,https://synthetic.paper/46,High ROT
95,"Benchmarking Randomized Optimization Algorithms on Binary, Permutation,
  and Co...","In this paper, we evaluate the performance of four randomized optimization
algorithms: Randomized Hill Climbing (RHC), Simulated Annealing (SA), Genetic
Algorithms (GA), and MIMIC (Mutual Information ...",2025,102,102.00,N/A,http://arxiv.org/abs/2501.17170v1,High ROT
78,Template Controllable keywords-to-text Generation,"This paper proposes a novel neural model for the understudied task of
generating text from keywords. The model takes as input a set of un-ordered
keywords, and part-of-speech (POS) based template inst...",2020,65,10.83,N/A,http://arxiv.org/abs/2011.03722v1,High ROT
349,Machine Learning Applications in Computer Vision - Study 247,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2020,65,10.83,synthetic_247,https://synthetic.paper/247,High ROT
187,Quantum Machine Learning Algorithms - Study 85,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2021,53,10.60,synthetic_85,https://synthetic.paper/85,High ROT
231,Natural Language Processing with Transformer Models - Study 129,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2020,63,10.50,synthetic_129,https://synthetic.paper/129,High ROT
387,Continual Learning in Neural Networks - Study 285,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2020,63,10.50,synthetic_285,https://synthetic.paper/285,High ROT
71,"Latent Topology Induction for Understanding Contextualized
  Representations","In this work, we study the representation space of contextualized embeddings
and gain insight into the hidden topology of large language models. We show
there exists a network of latent states that su...",2022,41,10.25,N/A,http://arxiv.org/abs/2206.01512v1,High ROT
80,"Adaptive Perturbation-Based Gradient Estimation for Discrete Latent
  Variable M...","The integration of discrete algorithmic components in deep learning
architectures has numerous applications. Recently, Implicit Maximum Likelihood
Estimation (IMLE, Niepert, Minervini, and Franceschi ...",2022,41,10.25,N/A,http://arxiv.org/abs/2209.04862v2,High ROT
223,Self-Supervised Learning in Computer Vision - Study 121,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2020,61,10.17,synthetic_121,https://synthetic.paper/121,High ROT
306,Advanced Neural Network Architectures for Deep Learning - Study 204,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2021,50,10.00,synthetic_204,https://synthetic.paper/204,High ROT
363,Knowledge Distillation in Deep Learning - Study 261,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2019,70,10.00,synthetic_261,https://synthetic.paper/261,High ROT
